dataset_name,file_id,algorithm_name,build_time_ms,query_time_ms,accuracy_percent,avg_dist_ratio,space_bytes
data_K100,85,KDTree_Approx_BBF200,1.392833,5.962833,74.000000,1.026663,424000
data_K100,85,LSH_SumParity_l4_k5,0.812916,5.808000,52.000000,1.051763,431200
data_K100,86,BruteForce,0.146542,27.908959,100.0,1.0,404000
data_K100,86,KDTree_Exact,1.425416,29.154500,100.000000,1.000000,424000
data_K100,86,KDTree_Approx_BBF200,1.390167,5.843166,80.000000,1.023994,424000
data_K100,86,LSH_SumParity_l4_k5,0.802125,5.829791,52.000000,1.047015,430560
data_K100,87,BruteForce,0.154625,27.325625,100.0,1.0,404000
data_K100,87,KDTree_Exact,1.299417,28.861500,100.000000,1.000000,424000
data_K100,87,KDTree_Approx_BBF200,1.314167,5.845916,88.000000,1.023537,424000
data_K100,87,LSH_SumParity_l4_k5,0.819291,6.170791,53.000000,1.047698,431712
data_K100,88,BruteForce,0.155542,27.678459,100.0,1.0,404000
data_K100,88,KDTree_Exact,1.377334,28.816292,100.000000,1.000000,424000
data_K100,88,KDTree_Approx_BBF200,1.401000,5.907500,81.000000,1.027618,424000
data_K100,88,LSH_SumParity_l4_k5,0.780833,5.965208,54.000000,1.046277,430048
data_K100,89,BruteForce,0.155667,27.313667,100.0,1.0,404000
data_K100,89,KDTree_Exact,1.334292,29.114500,100.000000,1.000000,424000
data_K100,89,KDTree_Approx_BBF200,1.340833,5.956291,86.000000,1.023881,424000
data_K100,89,LSH_SumParity_l4_k5,0.802000,6.035167,53.000000,1.047953,430752
data_K100,90,BruteForce,0.191791,27.353375,100.0,1.0,404000
data_K100,90,KDTree_Exact,1.391750,29.020625,100.000000,1.000000,424000
data_K100,90,KDTree_Approx_BBF200,1.353250,5.906083,87.000000,1.023619,424000
data_K100,90,LSH_SumParity_l4_k5,0.818833,5.861417,52.000000,1.049246,430752
data_K100,91,BruteForce,0.158708,27.867292,100.0,1.0,404000
data_K100,91,KDTree_Exact,1.386250,29.262833,100.000000,1.000000,424000
data_K100,91,KDTree_Approx_BBF200,1.305209,5.811459,81.000000,1.024570,424000
data_K100,91,LSH_SumParity_l4_k5,0.802292,5.952834,50.000000,1.049608,430816
data_K100,92,BruteForce,0.156500,27.803709,100.0,1.0,404000
data_K100,92,KDTree_Exact,1.440541,29.178167,100.000000,1.000000,424000
data_K100,92,KDTree_Approx_BBF200,1.360000,5.810750,85.000000,1.022308,424000
data_K100,92,LSH_SumParity_l4_k5,0.838208,5.844792,58.000000,1.046464,430432
data_K100,93,BruteForce,0.147500,27.477333,100.0,1.0,404000
data_K100,93,KDTree_Exact,1.361000,28.764541,100.000000,1.000000,424000
data_K100,93,KDTree_Approx_BBF200,1.363083,5.807041,88.000000,1.020477,424000
data_K100,93,LSH_SumParity_l4_k5,0.806125,5.865458,69.000000,1.038278,430560
data_K100,94,BruteForce,0.155667,27.432625,100.0,1.0,404000
data_K100,94,KDTree_Exact,1.372250,29.245291,100.000000,1.000000,424000
data_K100,94,KDTree_Approx_BBF200,1.321125,5.790875,85.000000,1.024001,424000
data_K100,94,LSH_SumParity_l4_k5,0.827417,6.142750,56.000000,1.049180,431456
data_K100,95,BruteForce,0.154583,27.697041,100.0,1.0,404000
data_K100,95,KDTree_Exact,1.361167,28.973875,100.000000,1.000000,424000
data_K100,95,KDTree_Approx_BBF200,1.357708,5.835875,89.000000,1.018154,424000
data_K100,95,LSH_SumParity_l4_k5,0.782834,5.884208,54.000000,1.050843,430816
data_K100,96,BruteForce,0.167208,27.746791,100.0,1.0,404000
data_K100,96,KDTree_Exact,1.363166,28.977708,100.000000,1.000000,424000
data_K100,96,KDTree_Approx_BBF200,1.417291,5.991750,80.000000,1.025222,424000
data_K100,96,LSH_SumParity_l4_k5,0.802250,5.908583,52.000000,1.051128,431136
data_K100,97,BruteForce,0.152084,27.881584,100.0,1.0,404000
data_K100,97,KDTree_Exact,1.385375,28.742667,100.000000,1.000000,424000
data_K100,97,KDTree_Approx_BBF200,1.402000,5.734834,90.000000,1.018251,424000
data_K100,97,LSH_SumParity_l4_k5,0.800875,5.747750,63.000000,1.040792,430880
data_K100,98,BruteForce,0.150916,27.626958,100.0,1.0,404000
data_K100,98,KDTree_Exact,1.366917,28.867625,100.000000,1.000000,424000
data_K100,98,KDTree_Approx_BBF200,1.502833,5.750875,78.000000,1.027548,424000
data_K100,98,LSH_SumParity_l4_k5,0.805125,5.950625,50.000000,1.050052,430240
data_K100,99,BruteForce,0.170667,27.822917,100.0,1.0,404000
data_K100,99,KDTree_Exact,1.324458,28.520000,100.000000,1.000000,424000
data_K100,99,KDTree_Approx_BBF200,1.444125,5.791917,79.000000,1.028563,424000
data_K100,99,LSH_SumParity_l4_k5,0.807750,6.075958,54.000000,1.050420,430944
data_K100,100,BruteForce,0.145834,27.629834,100.0,1.0,404000
data_K100,100,KDTree_Exact,1.373708,28.412875,100.000000,1.000000,424000
data_K100,100,KDTree_Approx_BBF200,1.312208,5.907500,80.000000,1.027109,424000
data_K100,100,LSH_SumParity_l4_k5,0.792292,5.917250,57.000000,1.046394,430560
data_K500,1,BruteForce,0.303834,133.285458,100.0,1.0,2004000
data_K500,1,KDTree_Exact,2.943084,135.001125,100.000000,1.000000,2024000
data_K500,1,KDTree_Approx_BBF200,2.941709,27.157500,100.000000,1.013996,2024000
data_K500,1,LSH_SumParity_l4_k5,0.815458,18.511959,96.000000,1.020258,2031584
data_K500,2,BruteForce,0.311833,133.776333,100.0,1.0,2004000
data_K500,2,KDTree_Exact,2.871959,136.778125,100.000000,1.000000,2024000
data_K500,2,KDTree_Approx_BBF200,2.843417,27.236834,100.000000,1.012089,2024000
data_K500,2,LSH_SumParity_l4_k5,0.919750,18.899042,99.000000,1.018279,2030688
data_K500,3,BruteForce,0.166208,134.700917,100.0,1.0,2004000
data_K500,3,KDTree_Exact,2.929750,134.931916,100.000000,1.000000,2024000
data_K500,3,KDTree_Approx_BBF200,2.667833,27.110709,100.000000,1.010016,2024000
data_K500,3,LSH_SumParity_l4_k5,0.867667,18.800042,99.000000,1.019270,2030880
data_K500,4,BruteForce,0.162209,134.331542,100.0,1.0,2004000
data_K500,4,KDTree_Exact,2.647500,136.137417,100.000000,1.000000,2024000
data_K500,4,KDTree_Approx_BBF200,2.753583,27.629792,100.000000,1.011666,2024000
data_K500,4,LSH_SumParity_l4_k5,0.917541,18.781000,98.000000,1.020081,2030816
data_K500,5,BruteForce,0.182458,135.384625,100.0,1.0,2004000
data_K500,5,KDTree_Exact,2.903500,135.663334,100.000000,1.000000,2024000
data_K500,5,KDTree_Approx_BBF200,2.751292,27.754584,100.000000,1.011574,2024000
data_K500,5,LSH_SumParity_l4_k5,0.797584,18.538125,100.000000,1.018750,2030048
data_K500,6,BruteForce,0.178542,134.980000,100.0,1.0,2004000
data_K500,6,KDTree_Exact,2.642625,136.220209,100.000000,1.000000,2024000
data_K500,6,KDTree_Approx_BBF200,2.681625,27.573458,100.000000,1.011483,2024000
data_K500,6,LSH_SumParity_l4_k5,0.837750,18.795834,97.000000,1.017295,2030560
data_K500,7,BruteForce,0.166167,135.644209,100.0,1.0,2004000
data_K500,7,KDTree_Exact,2.786542,136.353625,100.000000,1.000000,2024000
data_K500,7,KDTree_Approx_BBF200,2.697750,27.538625,100.000000,1.011552,2024000
data_K500,7,LSH_SumParity_l4_k5,0.876166,19.209625,99.000000,1.016888,2030816
data_K500,8,BruteForce,0.157750,135.384875,100.0,1.0,2004000
data_K500,8,KDTree_Exact,2.848916,136.144708,100.000000,1.000000,2024000
data_K500,8,KDTree_Approx_BBF200,2.634959,27.599167,100.000000,1.011677,2024000
data_K500,8,LSH_SumParity_l4_k5,0.811542,18.962417,98.000000,1.016987,2031072
data_K500,9,BruteForce,0.180583,134.362334,100.0,1.0,2004000
data_K500,9,KDTree_Exact,2.620042,137.347125,100.000000,1.000000,2024000
data_K500,9,KDTree_Approx_BBF200,2.740916,28.232250,100.000000,1.012101,2024000
data_K500,9,LSH_SumParity_l4_k5,0.852250,19.333000,99.000000,1.016465,2030560
data_K500,10,BruteForce,0.175625,134.811417,100.0,1.0,2004000
data_K500,10,KDTree_Exact,2.748291,137.308417,100.000000,1.000000,2024000
data_K500,10,KDTree_Approx_BBF200,2.939500,27.416209,99.000000,1.012882,2024000
data_K500,10,LSH_SumParity_l4_k5,0.844291,19.138958,96.000000,1.019267,2030432
data_K500,11,BruteForce,0.170791,136.053000,100.0,1.0,2004000
data_K500,11,KDTree_Exact,2.935875,137.172917,100.000000,1.000000,2024000
data_K500,11,KDTree_Approx_BBF200,2.646250,27.805792,100.000000,1.012633,2024000
data_K500,11,LSH_SumParity_l4_k5,0.873667,18.804417,97.000000,1.018927,2031072
data_K500,12,BruteForce,0.178125,135.476708,100.0,1.0,2004000
data_K500,12,KDTree_Exact,2.784917,138.407875,100.000000,1.000000,2024000
data_K500,12,KDTree_Approx_BBF200,2.852583,27.276542,100.000000,1.009281,2024000
data_K500,12,LSH_SumParity_l4_k5,0.839250,19.070875,99.000000,1.018016,2030560
data_K500,13,BruteForce,0.165291,137.092500,100.0,1.0,2004000
data_K500,13,KDTree_Exact,3.147500,138.211292,100.000000,1.000000,2024000
data_K500,13,KDTree_Approx_BBF200,2.766917,27.995375,100.000000,1.010822,2024000
data_K500,13,LSH_SumParity_l4_k5,0.803166,19.363083,98.000000,1.018110,2030432
data_K500,14,BruteForce,0.175833,165.796459,100.0,1.0,2004000
data_K500,14,KDTree_Exact,2.692083,136.790708,100.000000,1.000000,2024000
data_K500,14,KDTree_Approx_BBF200,2.734208,27.908958,100.000000,1.010714,2024000
data_K500,14,LSH_SumParity_l4_k5,0.852917,18.916833,98.000000,1.018023,2030688
data_K500,15,BruteForce,0.157333,137.066166,100.0,1.0,2004000
data_K500,15,KDTree_Exact,2.728667,138.268292,100.000000,1.000000,2024000
data_K500,15,KDTree_Approx_BBF200,2.640292,28.349000,100.000000,1.011840,2024000
data_K500,15,LSH_SumParity_l4_k5,0.877792,19.188125,98.000000,1.018602,2031200
data_K500,16,BruteForce,0.177375,134.796166,100.0,1.0,2004000
data_K500,16,KDTree_Exact,2.699917,136.796000,100.000000,1.000000,2024000
data_K500,16,KDTree_Approx_BBF200,2.763292,28.142625,98.000000,1.012785,2024000
data_K500,16,LSH_SumParity_l4_k5,0.805750,23.780834,100.000000,1.015461,2030496
data_K500,17,BruteForce,0.177584,135.840208,100.0,1.0,2004000
data_K500,17,KDTree_Exact,2.855792,137.226333,100.000000,1.000000,2024000
data_K500,17,KDTree_Approx_BBF200,2.594000,27.696375,100.000000,1.010443,2024000
data_K500,17,LSH_SumParity_l4_k5,0.840208,19.309541,100.000000,1.017625,2031584
data_K500,18,BruteForce,0.178916,136.549458,100.0,1.0,2004000
data_K500,18,KDTree_Exact,2.676791,138.149208,100.000000,1.000000,2024000
data_K500,18,KDTree_Approx_BBF200,2.855334,27.619416,99.000000,1.010834,2024000
data_K500,18,LSH_SumParity_l4_k5,0.859958,18.885959,98.000000,1.018158,2030176
data_K500,19,BruteForce,0.177583,135.355459,100.0,1.0,2004000
data_K500,19,KDTree_Exact,2.759458,137.132375,100.000000,1.000000,2024000
data_K500,19,KDTree_Approx_BBF200,2.951167,28.355458,99.000000,1.012828,2024000
data_K500,19,LSH_SumParity_l4_k5,0.841333,19.393333,99.000000,1.019791,2030944
data_K500,20,BruteForce,0.189166,137.923167,100.0,1.0,2004000
data_K500,20,KDTree_Exact,2.703917,139.415458,100.000000,1.000000,2024000
data_K500,20,KDTree_Approx_BBF200,2.621208,27.683750,100.000000,1.010515,2024000
data_K500,20,LSH_SumParity_l4_k5,0.868042,18.501500,98.000000,1.020088,2030688
data_K500,21,BruteForce,0.184042,137.414042,100.0,1.0,2004000
data_K500,21,KDTree_Exact,2.816167,139.847917,100.000000,1.000000,2024000
data_K500,21,KDTree_Approx_BBF200,2.759334,28.242417,100.000000,1.011588,2024000
data_K500,21,LSH_SumParity_l4_k5,0.900375,19.505833,96.000000,1.020428,2031072
data_K500,22,BruteForce,0.167625,137.905792,100.0,1.0,2004000
data_K500,22,KDTree_Exact,2.793292,137.663000,100.000000,1.000000,2024000
data_K500,22,KDTree_Approx_BBF200,2.775000,28.107250,100.000000,1.011995,2024000
data_K500,22,LSH_SumParity_l4_k5,0.826833,19.197625,99.000000,1.019442,2030688
data_K500,23,BruteForce,0.167292,136.657500,100.0,1.0,2004000
data_K500,23,KDTree_Exact,2.729875,137.116542,100.000000,1.000000,2024000
data_K500,23,KDTree_Approx_BBF200,2.638458,27.604916,100.000000,1.010140,2024000
data_K500,23,LSH_SumParity_l4_k5,0.846959,18.763125,99.000000,1.017112,2030880
data_K500,24,BruteForce,0.171375,137.361625,100.0,1.0,2004000
data_K500,24,KDTree_Exact,2.729625,137.256916,100.000000,1.000000,2024000
data_K500,24,KDTree_Approx_BBF200,2.700333,27.653791,99.000000,1.013674,2024000
data_K500,24,LSH_SumParity_l4_k5,0.821292,19.129916,99.000000,1.020181,2031328
data_K500,25,BruteForce,0.171292,137.068292,100.0,1.0,2004000
data_K500,25,KDTree_Exact,2.799584,137.245209,100.000000,1.000000,2024000
data_K500,25,KDTree_Approx_BBF200,2.602292,27.525583,100.000000,1.010668,2024000
data_K500,25,LSH_SumParity_l4_k5,0.866750,19.281375,97.000000,1.018264,2030304
data_K500,26,BruteForce,0.175542,135.683500,100.0,1.0,2004000
data_K500,26,KDTree_Exact,2.729292,137.808459,100.000000,1.000000,2024000
data_K500,26,KDTree_Approx_BBF200,2.694542,28.126083,99.000000,1.011741,2024000
data_K500,26,LSH_SumParity_l4_k5,0.853542,19.127709,98.000000,1.020323,2030944
data_K500,27,BruteForce,0.163000,136.137417,100.0,1.0,2004000
data_K500,27,KDTree_Exact,2.824458,138.013292,100.000000,1.000000,2024000
data_K500,27,KDTree_Approx_BBF200,2.748042,27.766667,100.000000,1.010709,2024000
data_K500,27,LSH_SumParity_l4_k5,0.768208,19.137708,98.000000,1.017525,2030304
data_K500,28,BruteForce,0.193625,135.372708,100.0,1.0,2004000
data_K500,28,KDTree_Exact,3.015375,137.544750,100.000000,1.000000,2024000
data_K500,28,KDTree_Approx_BBF200,2.741875,27.728375,98.000000,1.012954,2024000
data_K500,28,LSH_SumParity_l4_k5,0.868125,19.114250,96.000000,1.019741,2031008
data_K500,29,BruteForce,0.164542,138.921625,100.0,1.0,2004000
data_K500,29,KDTree_Exact,2.728791,138.776041,100.000000,1.000000,2024000
data_K500,29,KDTree_Approx_BBF200,2.647958,27.761167,100.000000,1.011020,2024000
data_K500,29,LSH_SumParity_l4_k5,0.813542,19.023125,97.000000,1.020011,2030752
data_K500,30,BruteForce,0.182083,136.701708,100.0,1.0,2004000
data_K500,30,KDTree_Exact,2.701458,138.061750,100.000000,1.000000,2024000
data_K500,30,KDTree_Approx_BBF200,2.956792,27.914083,99.000000,1.010970,2024000
data_K500,30,LSH_SumParity_l4_k5,0.829166,18.949625,97.000000,1.018896,2031392
data_K500,31,BruteForce,0.172208,136.126250,100.0,1.0,2004000
data_K500,31,KDTree_Exact,2.700708,137.929541,100.000000,1.000000,2024000
data_K500,31,KDTree_Approx_BBF200,2.767875,27.806292,100.000000,1.010956,2024000
data_K500,31,LSH_SumParity_l4_k5,0.826916,18.970625,100.000000,1.016320,2030304
data_K500,32,BruteForce,0.178250,136.178667,100.0,1.0,2004000
data_K500,32,KDTree_Exact,2.732792,138.056542,100.000000,1.000000,2024000
data_K500,32,KDTree_Approx_BBF200,2.798250,27.879375,99.000000,1.012524,2024000
data_K500,32,LSH_SumParity_l4_k5,0.856000,19.594875,97.000000,1.018623,2031520
data_K500,33,BruteForce,0.170417,135.790917,100.0,1.0,2004000
data_K500,33,KDTree_Exact,2.686500,136.895167,100.000000,1.000000,2024000
data_K500,33,KDTree_Approx_BBF200,2.617791,27.835792,98.000000,1.011268,2024000
data_K500,33,LSH_SumParity_l4_k5,0.859000,19.328084,98.000000,1.018657,2031072
data_K500,34,BruteForce,0.177208,136.999541,100.0,1.0,2004000
data_K500,34,KDTree_Exact,2.852500,137.856542,100.000000,1.000000,2024000
data_K500,34,KDTree_Approx_BBF200,2.820042,27.493083,99.000000,1.010735,2024000
data_K500,34,LSH_SumParity_l4_k5,0.849041,18.909542,98.000000,1.018162,2031328
data_K500,35,BruteForce,0.167750,145.996333,100.0,1.0,2004000
data_K500,35,KDTree_Exact,2.989083,150.842709,100.000000,1.000000,2024000
data_K500,35,KDTree_Approx_BBF200,2.868000,30.043125,100.000000,1.009785,2024000
data_K500,35,LSH_SumParity_l4_k5,0.881542,20.356458,100.000000,1.015648,2031456
data_K500,36,BruteForce,0.165334,137.261333,100.0,1.0,2004000
data_K500,36,KDTree_Exact,2.691209,138.458875,100.000000,1.000000,2024000
data_K500,36,KDTree_Approx_BBF200,2.776166,28.170917,100.000000,1.012383,2024000
data_K500,36,LSH_SumParity_l4_k5,0.867917,19.321709,100.000000,1.016777,2029920
data_K500,37,BruteForce,0.180500,136.732083,100.0,1.0,2004000
data_K500,37,KDTree_Exact,2.954667,138.520833,100.000000,1.000000,2024000
data_K500,37,KDTree_Approx_BBF200,2.761750,27.978250,100.000000,1.011904,2024000
data_K500,37,LSH_SumParity_l4_k5,0.834792,19.114500,97.000000,1.019591,2031456
data_K500,38,BruteForce,0.175333,134.975792,100.0,1.0,2004000
data_K500,38,KDTree_Exact,2.704542,136.935084,100.000000,1.000000,2024000
data_K500,38,KDTree_Approx_BBF200,2.758625,27.542125,99.000000,1.012052,2024000
data_K500,38,LSH_SumParity_l4_k5,0.793792,19.150333,99.000000,1.015971,2030944
data_K500,39,BruteForce,0.180333,134.494083,100.0,1.0,2004000
data_K500,39,KDTree_Exact,2.984417,137.623333,100.000000,1.000000,2024000
data_K500,39,KDTree_Approx_BBF200,2.836375,28.086917,100.000000,1.012099,2024000
data_K500,39,LSH_SumParity_l4_k5,0.798333,19.352458,97.000000,1.018961,2031008
data_K500,40,BruteForce,0.156375,136.324250,100.0,1.0,2004000
data_K500,40,KDTree_Exact,2.670625,137.515167,100.000000,1.000000,2024000
data_K500,40,KDTree_Approx_BBF200,2.689042,27.706333,100.000000,1.012119,2024000
data_K500,40,LSH_SumParity_l4_k5,0.837334,18.849875,99.000000,1.018969,2030176
data_K500,41,BruteForce,0.173000,136.780458,100.0,1.0,2004000
data_K500,41,KDTree_Exact,3.029417,138.330666,100.000000,1.000000,2024000
data_K500,41,KDTree_Approx_BBF200,2.779833,27.653917,100.000000,1.011740,2024000
data_K500,41,LSH_SumParity_l4_k5,0.851625,19.213208,98.000000,1.020019,2030176
data_K500,42,BruteForce,0.163375,135.763167,100.0,1.0,2004000
data_K500,42,KDTree_Exact,2.769375,137.489209,100.000000,1.000000,2024000
data_K500,42,KDTree_Approx_BBF200,2.766083,27.507958,100.000000,1.013236,2024000
data_K500,42,LSH_SumParity_l4_k5,0.845792,18.893666,100.000000,1.016816,2031328
data_K500,43,BruteForce,0.170500,136.390417,100.0,1.0,2004000
data_K500,43,KDTree_Exact,2.758584,137.635250,100.000000,1.000000,2024000
data_K500,43,KDTree_Approx_BBF200,2.655292,27.853541,100.000000,1.011630,2024000
data_K500,43,LSH_SumParity_l4_k5,0.840458,19.080375,97.000000,1.019006,2030560
data_K500,44,BruteForce,0.163042,164.041250,100.0,1.0,2004000
data_K500,44,KDTree_Exact,2.688209,136.847625,100.000000,1.000000,2024000
data_K500,44,KDTree_Approx_BBF200,2.750500,27.642959,100.000000,1.011088,2024000
data_K500,44,LSH_SumParity_l4_k5,0.817542,19.164166,97.000000,1.019707,2030944
data_K500,45,BruteForce,0.163625,134.886750,100.0,1.0,2004000
data_K500,45,KDTree_Exact,2.744167,137.835709,100.000000,1.000000,2024000
data_K500,45,KDTree_Approx_BBF200,2.724875,27.497542,98.000000,1.012864,2024000
data_K500,45,LSH_SumParity_l4_k5,0.869042,18.525833,96.000000,1.020542,2031328
data_K500,46,BruteForce,0.168459,135.230792,100.0,1.0,2004000
data_K500,46,KDTree_Exact,2.679334,136.873458,100.000000,1.000000,2024000
data_K500,46,KDTree_Approx_BBF200,2.600583,27.579208,100.000000,1.012805,2024000
data_K500,46,LSH_SumParity_l4_k5,0.829125,19.054125,99.000000,1.015714,2030496
data_K500,47,BruteForce,0.156167,134.481500,100.0,1.0,2004000
data_K500,47,KDTree_Exact,2.786125,138.132208,100.000000,1.000000,2024000
data_K500,47,KDTree_Approx_BBF200,2.787459,28.106042,98.000000,1.012732,2024000
data_K500,47,LSH_SumParity_l4_k5,0.837958,18.935041,96.000000,1.019333,2031584
data_K500,48,BruteForce,0.167667,135.802250,100.0,1.0,2004000
data_K500,48,KDTree_Exact,2.791333,137.694250,100.000000,1.000000,2024000
data_K500,48,KDTree_Approx_BBF200,2.729250,27.636125,99.000000,1.012715,2024000
data_K500,48,LSH_SumParity_l4_k5,0.852791,19.470500,100.000000,1.017397,2030176
data_K500,49,BruteForce,0.171583,136.492792,100.0,1.0,2004000
data_K500,49,KDTree_Exact,2.759542,138.733583,100.000000,1.000000,2024000
data_K500,49,KDTree_Approx_BBF200,2.714834,27.806584,98.000000,1.013030,2024000
data_K500,49,LSH_SumParity_l4_k5,0.838375,19.046166,99.000000,1.019995,2030944
data_K500,50,BruteForce,0.175667,136.638125,100.0,1.0,2004000
data_K500,50,KDTree_Exact,2.718292,137.471625,100.000000,1.000000,2024000
data_K500,50,KDTree_Approx_BBF200,2.611458,27.700125,100.000000,1.011089,2024000
data_K500,50,LSH_SumParity_l4_k5,0.829292,19.028292,98.000000,1.018497,2030304
data_K500,51,BruteForce,0.172541,135.126500,100.0,1.0,2004000
data_K500,51,KDTree_Exact,2.652000,138.245917,100.000000,1.000000,2024000
data_K500,51,KDTree_Approx_BBF200,2.729542,28.055584,100.000000,1.011744,2024000
data_K500,51,LSH_SumParity_l4_k5,0.823709,19.191916,98.000000,1.019136,2030816
data_K500,52,BruteForce,0.165083,135.596209,100.0,1.0,2004000
data_K500,52,KDTree_Exact,2.714250,137.168208,100.000000,1.000000,2024000
data_K500,52,KDTree_Approx_BBF200,2.726542,28.230458,100.000000,1.010734,2024000
data_K500,52,LSH_SumParity_l4_k5,0.878750,19.014750,98.000000,1.017524,2030816
data_K500,53,BruteForce,0.171125,136.038167,100.0,1.0,2004000
data_K500,53,KDTree_Exact,2.660125,136.993750,100.000000,1.000000,2024000
data_K500,53,KDTree_Approx_BBF200,2.758416,27.633625,98.000000,1.011570,2024000
data_K500,53,LSH_SumParity_l4_k5,0.851833,19.326459,95.000000,1.020358,2030432
data_K500,54,BruteForce,0.164750,136.360083,100.0,1.0,2004000
data_K500,54,KDTree_Exact,2.702708,138.233958,100.000000,1.000000,2024000
data_K500,54,KDTree_Approx_BBF200,2.716542,27.719125,100.000000,1.011177,2024000
data_K500,54,LSH_SumParity_l4_k5,0.863584,19.600958,99.000000,1.018246,2029920
data_K500,55,BruteForce,0.156417,136.550583,100.0,1.0,2004000
data_K500,55,KDTree_Exact,2.774417,138.391417,100.000000,1.000000,2024000
data_K500,55,KDTree_Approx_BBF200,2.795250,27.826375,99.000000,1.011863,2024000
data_K500,55,LSH_SumParity_l4_k5,0.929541,19.158166,95.000000,1.020077,2030176
data_K500,56,BruteForce,0.160042,136.386334,100.0,1.0,2004000
data_K500,56,KDTree_Exact,2.834917,138.542584,100.000000,1.000000,2024000
data_K500,56,KDTree_Approx_BBF200,2.751292,27.699833,100.000000,1.011587,2024000
data_K500,56,LSH_SumParity_l4_k5,0.866542,19.487375,97.000000,1.018769,2030432
data_K500,57,BruteForce,0.172000,136.960750,100.0,1.0,2004000
data_K500,57,KDTree_Exact,2.793708,138.159583,100.000000,1.000000,2024000
data_K500,57,KDTree_Approx_BBF200,2.833583,27.857000,99.000000,1.010766,2024000
data_K500,57,LSH_SumParity_l4_k5,0.882042,18.582083,97.000000,1.018326,2031072
data_K500,58,BruteForce,0.156291,135.532416,100.0,1.0,2004000
data_K500,58,KDTree_Exact,2.630667,137.221375,100.000000,1.000000,2024000
data_K500,58,KDTree_Approx_BBF200,2.622250,27.384250,98.000000,1.012079,2024000
data_K500,58,LSH_SumParity_l4_k5,0.848000,19.166500,99.000000,1.019045,2030304
data_K500,59,BruteForce,0.162792,135.481625,100.0,1.0,2004000
data_K500,59,KDTree_Exact,2.626167,137.605334,100.000000,1.000000,2024000
data_K500,59,KDTree_Approx_BBF200,2.761083,28.226833,100.000000,1.009937,2024000
data_K500,59,LSH_SumParity_l4_k5,0.863167,19.676542,99.000000,1.017132,2030624
data_K500,60,BruteForce,0.156291,136.811125,100.0,1.0,2004000
data_K500,60,KDTree_Exact,2.728500,138.019042,100.000000,1.000000,2024000
data_K500,60,KDTree_Approx_BBF200,2.758459,27.968250,100.000000,1.009975,2024000
data_K500,60,LSH_SumParity_l4_k5,0.857625,19.127625,97.000000,1.017557,2030624
data_K500,61,BruteForce,0.165208,137.589333,100.0,1.0,2004000
data_K500,61,KDTree_Exact,2.775583,138.382083,100.000000,1.000000,2024000
data_K500,61,KDTree_Approx_BBF200,2.851166,28.346083,99.000000,1.013150,2024000
data_K500,61,LSH_SumParity_l4_k5,0.854125,19.636125,99.000000,1.019938,2030432
data_K500,62,BruteForce,0.174667,137.425958,100.0,1.0,2004000
data_K500,62,KDTree_Exact,2.649709,140.136666,100.000000,1.000000,2024000
data_K500,62,KDTree_Approx_BBF200,2.748292,28.015042,100.000000,1.009207,2024000
data_K500,62,LSH_SumParity_l4_k5,0.857083,19.283584,97.000000,1.017206,2031200
data_K500,63,BruteForce,0.172208,136.470083,100.0,1.0,2004000
data_K500,63,KDTree_Exact,2.741750,138.148750,100.000000,1.000000,2024000
data_K500,63,KDTree_Approx_BBF200,2.660833,28.095000,100.000000,1.013126,2024000
data_K500,63,LSH_SumParity_l4_k5,0.807750,19.162958,99.000000,1.018930,2030816
data_K500,64,BruteForce,0.175916,136.658792,100.0,1.0,2004000
data_K500,64,KDTree_Exact,2.840250,138.612791,100.000000,1.000000,2024000
data_K500,64,KDTree_Approx_BBF200,2.802541,28.027458,99.000000,1.011624,2024000
data_K500,64,LSH_SumParity_l4_k5,0.842416,19.343125,98.000000,1.019550,2030432
data_K500,65,BruteForce,0.172709,136.250042,100.0,1.0,2004000
data_K500,65,KDTree_Exact,2.635125,138.598208,100.000000,1.000000,2024000
data_K500,65,KDTree_Approx_BBF200,2.723583,27.935833,100.000000,1.010713,2024000
data_K500,65,LSH_SumParity_l4_k5,0.814500,19.307542,100.000000,1.017334,2030624
data_K500,66,BruteForce,0.158125,138.733417,100.0,1.0,2004000
data_K500,66,KDTree_Exact,2.720833,138.934750,100.000000,1.000000,2024000
data_K500,66,KDTree_Approx_BBF200,2.665709,28.046667,100.000000,1.011654,2024000
data_K500,66,LSH_SumParity_l4_k5,0.791709,18.652042,98.000000,1.018867,2030944
data_K500,67,BruteForce,0.177917,136.053541,100.0,1.0,2004000
data_K500,67,KDTree_Exact,2.806625,138.709292,100.000000,1.000000,2024000
data_K500,67,KDTree_Approx_BBF200,2.761833,28.576458,98.000000,1.010696,2024000
data_K500,67,LSH_SumParity_l4_k5,0.892125,19.154583,95.000000,1.019602,2030368
data_K500,68,BruteForce,0.282625,136.623833,100.0,1.0,2004000
data_K500,68,KDTree_Exact,2.753333,137.593333,100.000000,1.000000,2024000
data_K500,68,KDTree_Approx_BBF200,2.711500,28.195125,100.000000,1.012061,2024000
data_K500,68,LSH_SumParity_l4_k5,0.979875,19.496209,100.000000,1.018391,2030560
data_K500,69,BruteForce,0.170083,136.110292,100.0,1.0,2004000
data_K500,69,KDTree_Exact,2.759375,138.597250,100.000000,1.000000,2024000
data_K500,69,KDTree_Approx_BBF200,2.954834,28.225042,99.000000,1.013161,2024000
